side,entry_time,entry_price,exit_time,exit_price,pnl,pct
sell,2025-11-05 07:38:00+07:00,3932.807,2025-11-05 07:47:00+07:00,3937.2349999999997,-4.427999999999884,-0.001125913374340486
buy,2025-11-05 08:06:00+07:00,3941.761,2025-11-05 08:41:00+07:00,3949.2608499999997,7.499849999999697,0.001902664824173687
sell,2025-11-05 08:53:00+07:00,3939.2200000000003,2025-11-05 09:08:00+07:00,3944.3279,-5.107899999999972,-0.001296678022552681
buy,2025-11-05 09:36:00+07:00,3943.342,2025-11-05 09:37:00+07:00,3948.06595,4.723950000000059,0.0011979559470114585
sell,2025-11-05 12:48:00+07:00,3965.822,2025-11-05 13:24:00+07:00,3969.6805,-3.8584999999998217,-0.0009729382710570019
buy,2025-11-05 13:26:00+07:00,3969.208,2025-11-05 14:00:00+07:00,3965.2477000000003,-3.9602999999997337,-0.0009977557235598975
sell,2025-11-05 14:04:00+07:00,3965.527,2025-11-05 14:17:00+07:00,3968.9723,-3.445299999999861,-0.0008688126445740657
buy,2025-11-05 14:41:00+07:00,3969.248,2025-11-05 14:57:00+07:00,3973.6358,4.38779999999997,0.0011054486895250612
sell,2025-11-05 15:55:00+07:00,3981.8540000000003,2025-11-05 15:56:00+07:00,3982.214,-0.3599999999996726,-9.041014562554844e-05
sell,2025-11-05 15:57:00+07:00,3983.0969999999998,2025-11-05 15:58:00+07:00,3983.407,-0.3100000000004002,-7.782888541263248e-05
sell,2025-11-05 15:59:00+07:00,3980.923,2025-11-05 16:11:00+07:00,3976.70545,4.2175499999998465,0.0010594402353423682
buy,2025-11-05 16:59:00+07:00,3971.4049999999997,2025-11-05 17:02:00+07:00,3968.9056,-2.499399999999696,-0.0006293490590860655
sell,2025-11-05 17:07:00+07:00,3959.361,2025-11-05 17:09:00+07:00,3963.4640999999997,-4.103099999999813,-0.0010363035853512253
buy,2025-11-05 17:46:00+07:00,3966.839,2025-11-05 17:53:00+07:00,3964.2933,-2.5457000000001244,-0.0006417452283796051
sell,2025-11-05 18:06:00+07:00,3966.724,2025-11-05 18:12:00+07:00,3961.0150000000003,5.708999999999833,0.0014392228952656732
buy,2025-11-05 18:51:00+07:00,3967.06,2025-11-05 19:02:00+07:00,3964.1891,-2.8708999999998923,-0.0007236845422050316
sell,2025-11-05 19:45:00+07:00,3964.562,2025-11-05 19:55:00+07:00,3967.095,-2.5329999999999018,-0.0006389104269273382
buy,2025-11-05 20:04:00+07:00,3968.991,2025-11-05 20:09:00+07:00,3973.2829500000003,4.29195000000027,0.0010813705548841682
buy,2025-11-05 22:33:00+07:00,3982.87,2025-11-05 23:13:00+07:00,3979.621,-3.2489999999997963,-0.0008157434212012434
buy,2025-11-05 23:38:00+07:00,3980.6,2025-11-05 23:46:00+07:00,3986.13935,5.539350000000013,0.0013915866954730476
sell,2025-11-06 00:22:00+07:00,3979.393,2025-11-06 00:28:00+07:00,3983.2144,-3.8213999999998123,-0.0009602972111575339
buy,2025-11-06 00:56:00+07:00,3981.5190000000002,2025-11-06 00:57:00+07:00,3981.0280000000002,-0.49099999999998545,-0.0001233197681588322
buy,2025-11-06 00:58:00+07:00,3981.2219999999998,2025-11-06 01:04:00+07:00,3980.749,-0.47299999999995634,-0.00011880774294926441
buy,2025-11-06 01:18:00+07:00,3985.089,2025-11-06 01:27:00+07:00,3982.8331,-2.2559000000001106,-0.0005660852241945188
sell,2025-11-06 01:42:00+07:00,3979.9210000000003,2025-11-06 01:51:00+07:00,3982.6281000000004,-2.707100000000082,-0.0006801893806435057
buy,2025-11-06 02:06:00+07:00,3985.0550000000003,2025-11-06 02:08:00+07:00,3983.0098000000003,-2.0452000000000226,-0.0005132175089176994
sell,2025-11-06 02:27:00+07:00,3983.991,2025-11-06 02:30:00+07:00,3984.272,-0.28099999999994907,-7.053228784903105e-05
sell,2025-11-06 03:31:00+07:00,3986.591,2025-11-06 03:46:00+07:00,3983.6258000000003,2.9651999999996406,0.0007437933813625829
buy,2025-11-06 06:33:00+07:00,3971.94,2025-11-06 06:48:00+07:00,3975.9312,3.9911999999999352,0.0010048490158461444
sell,2025-11-06 07:12:00+07:00,3973.6440000000002,2025-11-06 07:29:00+07:00,3974.65,-1.0059999999998581,-0.00025316812477410106
sell,2025-11-06 07:34:00+07:00,3972.401,2025-11-06 07:55:00+07:00,3974.7925,-2.3915000000001783,-0.0006020288485478123
buy,2025-11-06 08:02:00+07:00,3975.318,2025-11-06 08:05:00+07:00,3972.1663000000003,-3.1516999999998916,-0.0007928170777784045
sell,2025-11-06 08:11:00+07:00,3965.868,2025-11-06 08:14:00+07:00,3970.1702999999998,-4.302299999999832,-0.0010848318703496516
buy,2025-11-06 08:37:00+07:00,3972.14,2025-11-06 08:48:00+07:00,3971.837,-0.3029999999998836,-7.628129924924187e-05
buy,2025-11-06 08:50:00+07:00,3972.5190000000002,2025-11-06 09:02:00+07:00,3977.3646000000003,4.845600000000104,0.0012197801948839273
sell,2025-11-06 11:06:00+07:00,3986.352,2025-11-06 11:36:00+07:00,3986.763,-0.4110000000000582,-0.00010310178328458155
sell,2025-11-06 12:46:00+07:00,3988.189,2025-11-06 13:46:00+07:00,3983.3839,4.805100000000039,0.0012048325693692146
buy,2025-11-06 13:59:00+07:00,3990.6130000000003,2025-11-06 14:00:00+07:00,3995.2576000000004,4.644600000000082,0.0011638813385312185
sell,2025-11-06 16:01:00+07:00,4015.1440000000002,2025-11-06 16:08:00+07:00,4013.1800000000003,1.9639999999999418,0.0004891480853488546
sell,2025-11-06 16:18:00+07:00,4012.364,2025-11-06 16:23:00+07:00,4014.8271999999997,-2.463199999999688,-0.000613902427596222
buy,2025-11-06 17:56:00+07:00,4009.261,2025-11-06 18:25:00+07:00,4007.1331,-2.127899999999954,-0.00053074618988386
sell,2025-11-06 19:19:00+07:00,4014.035,2025-11-06 19:37:00+07:00,4009.6547,4.3802999999998065,0.0010912460902806793
buy,2025-11-06 20:18:00+07:00,4012.744,2025-11-06 21:02:00+07:00,4008.9911,-3.752899999999954,-0.0009352453084472754
sell,2025-11-06 21:04:00+07:00,4009.898,2025-11-06 21:11:00+07:00,4005.16325,4.734750000000076,0.0011807656952870314
buy,2025-11-06 23:13:00+07:00,3980.672,2025-11-06 23:28:00+07:00,3981.755,1.0830000000000837,0.00027206461622562313
buy,2025-11-07 00:02:00+07:00,3982.3360000000002,2025-11-07 00:14:00+07:00,3978.5987,-3.737300000000232,-0.0009384692803420484
sell,2025-11-07 00:23:00+07:00,3971.224,2025-11-07 00:40:00+07:00,3976.5256,-5.30159999999978,-0.001335004018911998
buy,2025-11-07 00:51:00+07:00,3985.5389999999998,2025-11-07 01:06:00+07:00,3981.4510999999998,-4.0878999999999905,-0.0010256831008302744
sell,2025-11-07 02:46:00+07:00,3990.006,2025-11-07 02:47:00+07:00,3986.18835,3.817649999999958,0.0009568030724765722
sell,2025-11-07 07:59:00+07:00,3988.975,2025-11-07 08:01:00+07:00,3990.7736,-1.7986000000000786,-0.00045089277320616917
buy,2025-11-07 08:10:00+07:00,3996.438,2025-11-07 08:18:00+07:00,4001.4727500000004,5.034750000000258,0.001259809360235354
sell,2025-11-07 09:20:00+07:00,3996.1949999999997,2025-11-07 09:32:00+07:00,3992.1898499999993,4.0051500000004125,0.0010022408816387622
buy,2025-11-07 10:43:00+07:00,3994.7129999999997,2025-11-07 10:51:00+07:00,3992.7421999999997,-1.9708000000000538,-0.0004933520881224894
sell,2025-11-07 11:03:00+07:00,3987.148,2025-11-07 11:04:00+07:00,3989.6344,-2.486399999999776,-0.0006236036384904137
buy,2025-11-07 11:23:00+07:00,3997.174,2025-11-07 11:34:00+07:00,3994.3108,-2.863199999999779,-0.0007163060702385682
sell,2025-11-07 12:26:00+07:00,3993.746,2025-11-07 12:30:00+07:00,3996.1265000000003,-2.380500000000211,-0.0005960569350179533
buy,2025-11-07 12:52:00+07:00,3996.951,2025-11-07 12:54:00+07:00,3994.1338,-2.817199999999957,-0.0007048372622031036
sell,2025-11-07 13:01:00+07:00,3993.16,2025-11-07 13:08:00+07:00,3996.2373,-3.077299999999923,-0.0007706427991865898
buy,2025-11-07 13:25:00+07:00,3998.86,2025-11-07 13:48:00+07:00,4003.1507500000002,4.290750000000116,0.0010729933030914102
sell,2025-11-07 14:35:00+07:00,4005.643,2025-11-07 15:00:00+07:00,4008.6876,-3.044600000000173,-0.000760077720356051
buy,2025-11-07 15:06:00+07:00,4006.723,2025-11-07 15:32:00+07:00,4003.7436,-2.979400000000169,-0.0007436001939740204
sell,2025-11-07 15:34:00+07:00,4007.482,2025-11-07 15:59:00+07:00,4010.0052,-2.523200000000088,-0.0006296222915037642
buy,2025-11-07 16:01:00+07:00,4011.1459999999997,2025-11-07 16:02:00+07:00,4008.8091999999997,-2.3368000000000393,-0.000582576650164327
sell,2025-11-07 16:40:00+07:00,4005.732,2025-11-07 16:48:00+07:00,4008.5762,-2.8442000000000007,-0.0007100325233939766
buy,2025-11-07 17:22:00+07:00,4007.483,2025-11-07 17:25:00+07:00,4009.145,1.6619999999998072,0.00041472415478738326
buy,2025-11-07 17:26:00+07:00,4009.047,2025-11-07 17:28:00+07:00,4007.855,-1.1920000000000073,-0.0002973275194828116
buy,2025-11-07 17:40:00+07:00,4005.87,2025-11-07 17:43:00+07:00,4003.75,-2.119999999999891,-0.0005292233647122575
buy,2025-11-07 17:59:00+07:00,4007.675,2025-11-07 18:03:00+07:00,4011.0873500000002,3.4123500000000604,0.0008514537730729314
sell,2025-11-07 18:22:00+07:00,4006.35,2025-11-07 18:27:00+07:00,4000.6229999999996,5.7270000000003165,0.001429480699389798
buy,2025-11-07 19:01:00+07:00,4003.136,2025-11-07 19:06:00+07:00,4008.3105499999997,5.174549999999726,0.0012926240827190799
sell,2025-11-07 19:32:00+07:00,3998.361,2025-11-07 19:49:00+07:00,3993.2450999999996,5.115900000000238,0.0012794992748279203
buy,2025-11-07 20:17:00+07:00,3998.476,2025-11-07 20:30:00+07:00,3994.5275,-3.9484999999999673,-0.000987501237971659
sell,2025-11-07 20:42:00+07:00,3995.0789999999997,2025-11-07 20:54:00+07:00,3999.2336999999998,-4.154700000000048,-0.0010399544039054168
buy,2025-11-07 21:03:00+07:00,3998.649,2025-11-07 21:05:00+07:00,3995.5402,-3.108799999999974,-0.0007774625879890868
sell,2025-11-07 21:39:00+07:00,3986.849,2025-11-07 21:46:00+07:00,3992.9610000000002,-6.11200000000008,-0.0015330402530921235
buy,2025-11-07 22:13:00+07:00,3991.92,2025-11-07 22:27:00+07:00,3993.376,1.456000000000131,0.00036473676827194205
buy,2025-11-07 23:06:00+07:00,3996.208,2025-11-07 23:22:00+07:00,4001.91865,5.710649999999987,0.0014290172083134779
